sparql,owl
"SELECT ?b ?c WHERE { ?b a <http://dbpedia.org/ontology/Band> . ?c a <http://dbpedia.org/ontology/Film> . <http://dbpedia.org/resource/The_Quarrymen> <http://dbpedia.org/ontology/associatedBand> ?b . ?c <http://dbpedia.org/ontology/musicComposer> ?b } ","ObjectProperty: http://dbpedia.org/ontology/associatedBandInverse 
   inverseOf http://dbpedia.org/ontology/associatedBand
ObjectProperty: http://dbpedia.org/ontology/musicComposerInverse 
   inverseOf http://dbpedia.org/ontology/musicComposer
(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Band )) AND (Thing THAT (http://dbpedia.org/ontology/associatedBandInverse SOME http://dbpedia.org/resource/The_Quarrymen)) AND (Thing THAT (http://dbpedia.org/ontology/musicComposerInverse SOME ((Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Film )))))"
"SELECT * WHERE { <http://dbpedia.org/resource/United_Kingdom> a <http://dbpedia.org/ontology/Country> ; <http://dbpedia.org/ontology/capital> ?capital ; ?p ?o } ","ObjectProperty: http://dbpedia.org/ontology/capitalInverse 
   inverseOf http://dbpedia.org/ontology/capital
(Thing THAT (http://dbpedia.org/ontology/capitalInverse SOME ((http://dbpedia.org/resource/United_Kingdom THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Country )) AND (http://dbpedia.org/resource/United_Kingdom THAT (topProperty SOME Thing)))))"
"SELECT ?cat ?cat1 ?sub WHERE { ?cat <http://www.w3.org/2004/02/skos/core#broader> <http://dbpedia.org/resource/Category:Palaces_in_France> } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#broader SOME http://dbpedia.org/resource/Category:Palaces_in_France ))"
"SELECT ?person WHERE { ?person <http://dbpedia.org/property/deathDate> ?deathDate ; <http://dbpedia.org/property/birthDate> ?birthDate } ","(Thing THAT ( http://dbpedia.org/property/deathDate SOME Thing )) AND (Thing THAT ( http://dbpedia.org/property/birthDate SOME Thing ))"
"SELECT * WHERE { ?named <http://www.w3.org/2000/01/rdf-schema#label> "Wanpisu"@en ; <http://dbpedia.org/property/redirect> ?re } ","(Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "Wanpisu"@en )) AND (Thing THAT ( http://dbpedia.org/property/redirect SOME Thing ))"
"SELECT ?lang ?nation ?com WHERE { ?lang a <http://dbpedia.org/ontology/Language> . ?nation <http://dbpedia.org/ontology/language> ?lang ; a <http://dbpedia.org/ontology/Country> ; <http://www.w3.org/2000/01/rdf-schema#comment> ?com } ","ObjectProperty: http://dbpedia.org/ontology/languageInverse 
   inverseOf http://dbpedia.org/ontology/language
(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Language )) AND (Thing THAT (http://dbpedia.org/ontology/languageInverse SOME ((Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Country )) AND (Thing THAT ( http://www.w3.org/2000/01/rdf-schema#comment SOME Thing )))))"
"SELECT ?peli ?actriz WHERE { ?peli <http://dbpedia.org/property/starring> ?actriz . ?actriz <http://xmlns.com/foaf/0.1/name> "Danny Nucci"@en } ","(Thing THAT (http://dbpedia.org/property/starring SOME ((Thing THAT ( http://xmlns.com/foaf/0.1/name SOME "Danny Nucci"@en )))))"
"SELECT * WHERE { ?artist a <http://dbpedia.org/ontology/MusicalArtist> ; <http://dbpedia.org/property/genre> <http://dbpedia.org/resource/Heavy_metal_music> ; <http://dbpedia.org/property/genre> <http://dbpedia.org/resource/Hard_rock> ; <http://dbpedia.org/property/genre> <http://dbpedia.org/resource/Thrash_metal> ; <http://dbpedia.org/property/genre> <http://dbpedia.org/resource/Speed_metal> } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/MusicalArtist )) AND (Thing THAT ( http://dbpedia.org/property/genre SOME http://dbpedia.org/resource/Heavy_metal_music )) AND (Thing THAT ( http://dbpedia.org/property/genre SOME http://dbpedia.org/resource/Hard_rock )) AND (Thing THAT ( http://dbpedia.org/property/genre SOME http://dbpedia.org/resource/Thrash_metal )) AND (Thing THAT ( http://dbpedia.org/property/genre SOME http://dbpedia.org/resource/Speed_metal ))"
"SELECT ?cat ?cat1 ?sub WHERE { ?cat <http://www.w3.org/2004/02/skos/core#broader> <http://dbpedia.org/resource/Category:Palaces_in_France> . ?sub <http://www.w3.org/2004/02/skos/core#subject> ?cat . ?m <http://dbpedia.org/property/museum> ?sub } ","ObjectProperty: http://www.w3.org/2004/02/skos/core#subjectInverse 
   inverseOf http://www.w3.org/2004/02/skos/core#subject
(Thing THAT ( http://www.w3.org/2004/02/skos/core#broader SOME http://dbpedia.org/resource/Category:Palaces_in_France )) AND (Thing THAT (http://www.w3.org/2004/02/skos/core#subjectInverse SOME Thing))"
"SELECT ?x0 ?m WHERE { <http://dbpedia.org/resource/Johnny_Depp> ?m ?x0 } ","ObjectProperty: topPropertyInverse 
   inverseOf topProperty
(Thing  THAT (topPropertyInverse SOME http://dbpedia.org/resource/Johnny_Depp))"
"SELECT ?name ?birth ?death ?person WHERE { ?city a <http://dbpedia.org/ontology/City> ; <http://www.w3.org/2000/01/rdf-schema#label> ?name } ","ObjectProperty: http://www.w3.org/2000/01/rdf-schema#labelInverse 
   inverseOf http://www.w3.org/2000/01/rdf-schema#label
(Thing THAT (http://www.w3.org/2000/01/rdf-schema#labelInverse SOME ((Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/City )))))"
"SELECT ?a WHERE { ?a a ?Person } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME Thing ))"
"SELECT ?city WHERE { ?city a <http://dbpedia.org/ontology/City> ; <http://dbpedia.org/property/timezone> ?timezone } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/City )) AND (Thing THAT ( http://dbpedia.org/property/timezone SOME Thing ))"
"SELECT ?n WHERE { <http://dbpedia.org/resource/Porsche> <http://www.w3.org/2004/02/skos/core#subject> ?sub . ?n <http://www.w3.org/2004/02/skos/core#broader> ?sub } ","ObjectProperty: http://www.w3.org/2004/02/skos/core#subjectInverse 
   inverseOf http://www.w3.org/2004/02/skos/core#subject
(Thing THAT (http://www.w3.org/2004/02/skos/core#broader SOME ((Thing THAT (http://www.w3.org/2004/02/skos/core#subjectInverse SOME http://dbpedia.org/resource/Porsche)))))"
"SELECT ?x ?a ?b WHERE { ?x <http://www.georss.org/georss/point> ?z . ?a ?b ?x } ","ObjectProperty: topPropertyInverse 
   inverseOf topProperty
(Thing THAT ( http://www.georss.org/georss/point SOME Thing )) AND (Thing  THAT (topPropertyInverse SOME Thing))"
"SELECT ?x ?p WHERE { { ?x a <http://dbpedia.org/ontology/MusicalArtist> . ?p <http://dbpedia.org/ontology/starring> ?x } } ","ObjectProperty: http://dbpedia.org/ontology/starringInverse 
   inverseOf http://dbpedia.org/ontology/starring
(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/MusicalArtist )) AND (Thing THAT (http://dbpedia.org/ontology/starringInverse SOME Thing))"
"SELECT ?x0 WHERE { ?k <http://dbpedia.org/ontology/occupation> ?x0 } ","ObjectProperty: http://dbpedia.org/ontology/occupationInverse 
   inverseOf http://dbpedia.org/ontology/occupation
(Thing THAT (http://dbpedia.org/ontology/occupationInverse SOME Thing))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Izobilny> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Izobilny))"
"SELECT ?person WHERE { ?person <http://dbpedia.org/ontology/notableIdea> ?value } ","(Thing THAT ( http://dbpedia.org/ontology/notableIdea SOME Thing ))"
"SELECT ?x ?a ?b ?c ?d WHERE { ?x <http://www.georss.org/georss/point> ?z . ?a ?b ?x . ?x ?c ?d } ","ObjectProperty: topPropertyInverse 
   inverseOf topProperty
(Thing THAT ( http://www.georss.org/georss/point SOME Thing )) AND (Thing  THAT (topPropertyInverse SOME Thing)) AND (Thing THAT (topProperty SOME Thing))"
"SELECT * WHERE { ?x <http://www.w3.org/2000/01/rdf-schema#label> "Hale-Bopp"@en } ","(Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "Hale-Bopp"@en ))"
"SELECT ?auteur ?p ?o WHERE { <http://dbpedia.org/resource/The_Da_Vinci_Code> <http://dbpedia.org/ontology/author> ?auteur . ?auteur ?p ?o } ","ObjectProperty: http://dbpedia.org/ontology/authorInverse 
   inverseOf http://dbpedia.org/ontology/author
(Thing THAT (http://dbpedia.org/ontology/authorInverse SOME http://dbpedia.org/resource/The_Da_Vinci_Code)) AND (Thing THAT (topProperty SOME Thing))"
"SELECT ?job ?birthLoc WHERE { ?person <http://www.w3.org/2000/01/rdf-schema#label> "George Washington"@en ; <http://dbpedia.org/property/occupation> ?job ; <http://dbpedia.org/property/birthPlace> ?birthLoc } ","ObjectProperty: http://dbpedia.org/property/occupationInverse 
   inverseOf http://dbpedia.org/property/occupation
(Thing THAT (http://dbpedia.org/property/occupationInverse SOME ((Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "George Washington"@en )) AND (Thing THAT ( http://dbpedia.org/property/birthPlace SOME Thing )))))"
"SELECT ?place ?pred WHERE { ?place ?pred <http://dbpedia.org/resource/Restaurant> } ","(Thing THAT (topProperty SOME http://dbpedia.org/resource/Restaurant))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Eilean_Mhuire> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Eilean_Mhuire))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Kashira> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Kashira))"
"SELECT ?y WHERE { <http://dbpedia.org/resource/Berlin> <http://www.w3.org/2004/02/skos/core#subject> ?y } ","ObjectProperty: http://www.w3.org/2004/02/skos/core#subjectInverse 
   inverseOf http://www.w3.org/2004/02/skos/core#subject
(Thing THAT (http://www.w3.org/2004/02/skos/core#subjectInverse SOME http://dbpedia.org/resource/Berlin))"
"SELECT ?places WHERE { { ?places <http://dbpedia.org/ontology/city> <http://dbpedia.org/resource/Bucharest> ; a <http://dbpedia.org/ontology/Building> } } ","(Thing THAT ( http://dbpedia.org/ontology/city SOME http://dbpedia.org/resource/Bucharest )) AND (Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Building ))"
"SELECT ?s WHERE { ?s <http://www.w3.org/2000/01/rdf-schema#label> "Ayrton Senna"@en } ","(Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "Ayrton Senna"@en ))"
"SELECT * WHERE { ?player <http://dbpedia.org/property/position> <http://dbpedia.org/resource/Midfielder> } ","(Thing THAT ( http://dbpedia.org/property/position SOME http://dbpedia.org/resource/Midfielder ))"
"SELECT ?a ?b WHERE { ?a a <http://dbpedia.org/ontology/Band> . ?b a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/ontology/musicComposer> ?a } ","ObjectProperty: http://dbpedia.org/ontology/musicComposerInverse 
   inverseOf http://dbpedia.org/ontology/musicComposer
(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Band )) AND (Thing THAT (http://dbpedia.org/ontology/musicComposerInverse SOME ((Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Film )))))"
"SELECT ?film ?type WHERE { ?film <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:History_of_Bucharest> ; a ?type } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:History_of_Bucharest )) AND (Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME Thing ))"
"SELECT ?name ?email WHERE { ?person a <http://xmlns.com/foaf/0.1/Person> ; <http://xmlns.com/foaf/0.1/name> ?name } ","ObjectProperty: http://xmlns.com/foaf/0.1/nameInverse 
   inverseOf http://xmlns.com/foaf/0.1/name
(Thing THAT (http://xmlns.com/foaf/0.1/nameInverse SOME ((Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://xmlns.com/foaf/0.1/Person )))))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Nave_Island> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Nave_Island))"
"SELECT ?name_la WHERE { <http://dbpedia.org/resource/Michael_Jackson> <http://xmlns.com/foaf/0.1/givenname> ?name_la } ","ObjectProperty: http://xmlns.com/foaf/0.1/givennameInverse 
   inverseOf http://xmlns.com/foaf/0.1/givenname
(Thing_la THAT (http://xmlns.com/foaf/0.1/givennameInverse SOME http://dbpedia.org/resource/Michael_Jackson))"
"SELECT * WHERE { <http://dbpedia.org/resource/QuarkXPress> <http://www.w3.org/2004/02/skos/core#subject> ?subj } ","ObjectProperty: http://www.w3.org/2004/02/skos/core#subjectInverse 
   inverseOf http://www.w3.org/2004/02/skos/core#subject
(Thing THAT (http://www.w3.org/2004/02/skos/core#subjectInverse SOME http://dbpedia.org/resource/QuarkXPress))"
"SELECT ?job WHERE { ?person <http://www.w3.org/2000/01/rdf-schema#label> "George Washington"@en ; <http://dbpedia.org/property/occupation> ?job ; <http://dbpedia.org/property/birthPlace> ?birthLoc } ","ObjectProperty: http://dbpedia.org/property/occupationInverse 
   inverseOf http://dbpedia.org/property/occupation
(Thing THAT (http://dbpedia.org/property/occupationInverse SOME ((Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "George Washington"@en )) AND (Thing THAT ( http://dbpedia.org/property/birthPlace SOME Thing )))))"
"SELECT ?o WHERE { <http://dbpedia.org/resource/George_Harrison> a ?o } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/George_Harrison))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Privolzhsk> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Privolzhsk))"
"SELECT * WHERE { ?subj ?a <http://dbpedia.org/resource/Human> ; ?b <http://dbpedia.org/resource/CD4> } ","(Thing THAT (topProperty SOME http://dbpedia.org/resource/Human)) AND (Thing THAT (topProperty SOME http://dbpedia.org/resource/CD4))"
"SELECT ?name ?image WHERE { ?spacecraft <http://xmlns.com/foaf/0.1/name> ?name ; <http://xmlns.com/foaf/0.1/depiction> ?image } ","ObjectProperty: http://xmlns.com/foaf/0.1/nameInverse 
   inverseOf http://xmlns.com/foaf/0.1/name
(Thing THAT (http://xmlns.com/foaf/0.1/nameInverse SOME ((Thing THAT ( http://xmlns.com/foaf/0.1/depiction SOME Thing )))))"
"SELECT ?uri ?uri1 ?abstract ?top WHERE { <http://dbpedia.org/resource/Category:Iron_Age_Europe> <http://www.w3.org/2004/02/skos/core#broader> ?uri . ?uri <http://www.w3.org/2004/02/skos/core#broader> ?uri1 } ","ObjectProperty: http://www.w3.org/2004/02/skos/core#broaderInverse 
   inverseOf http://www.w3.org/2004/02/skos/core#broader
(Thing THAT (http://www.w3.org/2004/02/skos/core#broaderInverse SOME http://dbpedia.org/resource/Category:Iron_Age_Europe)) AND (Thing THAT ( http://www.w3.org/2004/02/skos/core#broader SOME Thing ))"
"SELECT ?placeLat ?placeLong WHERE { <http://dbpedia.org/resource/Montebelluna> <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?placeLat ; <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?placeLong } ","ObjectProperty: http://www.w3.org/2003/01/geo/wgs84_pos#latInverse 
   inverseOf http://www.w3.org/2003/01/geo/wgs84_pos#lat
(Thing THAT (http://www.w3.org/2003/01/geo/wgs84_pos#latInverse SOME ((http://dbpedia.org/resource/Montebelluna THAT ( http://www.w3.org/2003/01/geo/wgs84_pos#long SOME Thing )))))"
"SELECT * WHERE { ?episode <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:The_Simpsons_episodes%2C_season_12> ; <http://dbpedia.org/property/blackboard> ?chalkboard_gag } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:The_Simpsons_episodes%2C_season_12 )) AND (Thing THAT ( http://dbpedia.org/property/blackboard SOME Thing_gag ))"
"SELECT ?lat ?long WHERE { <http://dbpedia.org/resource/Norway> <http://www.w3.org/2003/01/geo/wgs84_pos#lat> ?lat ; <http://www.w3.org/2003/01/geo/wgs84_pos#long> ?long } ","ObjectProperty: http://www.w3.org/2003/01/geo/wgs84_pos#latInverse 
   inverseOf http://www.w3.org/2003/01/geo/wgs84_pos#lat
(Thing THAT (http://www.w3.org/2003/01/geo/wgs84_pos#latInverse SOME ((http://dbpedia.org/resource/Norway THAT ( http://www.w3.org/2003/01/geo/wgs84_pos#long SOME Thing )))))"
"SELECT ?label ?s WHERE { ?s <http://www.w3.org/2000/01/rdf-schema#label> ?label ; <http://xmlns.com/foaf/0.1/page> <http://en.wikipedia.org/wiki/Java_%28programming_language%29> } ","ObjectProperty: http://www.w3.org/2000/01/rdf-schema#labelInverse 
   inverseOf http://www.w3.org/2000/01/rdf-schema#label
(Thing THAT (http://www.w3.org/2000/01/rdf-schema#labelInverse SOME ((Thing THAT ( http://xmlns.com/foaf/0.1/page SOME http://en.wikipedia.org/wiki/Java_%28programming_language%29 )))))"
"SELECT * WHERE { ?select a <http://dbpedia.org/ontology/Film> ; <http://dbpedia.org/property/title> ?ft . ?id <http://dbpedia.org/ontology/imdbId> ?imdb_id } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Film )) AND (Thing THAT ( http://dbpedia.org/property/title SOME Thing ))"
"SELECT * WHERE { ?artist a <http://dbpedia.org/ontology/MusicalArtist> ; <http://dbpedia.org/property/genre> <http://dbpedia.org/resource/Blues> ; <http://dbpedia.org/property/genre> <http://dbpedia.org/resource/Rock_and_roll> } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/MusicalArtist )) AND (Thing THAT ( http://dbpedia.org/property/genre SOME http://dbpedia.org/resource/Blues )) AND (Thing THAT ( http://dbpedia.org/property/genre SOME http://dbpedia.org/resource/Rock_and_roll ))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Inchkeith> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Inchkeith))"
"SELECT ?x ?a ?b ?z WHERE { ?x <http://www.georss.org/georss/point> ?z . ?a ?b ?x } ","ObjectProperty: topPropertyInverse 
   inverseOf topProperty
(Thing THAT ( http://www.georss.org/georss/point SOME Thing )) AND (Thing  THAT (topPropertyInverse SOME Thing))"
"SELECT ?b WHERE { ?c a <http://dbpedia.org/ontology/Band> . ?b a <http://dbpedia.org/ontology/Film> . <http://dbpedia.org/resource/The_Quarrymen> <http://dbpedia.org/ontology/associatedBand> ?c . ?b <http://dbpedia.org/ontology/musicComposer> ?c } ","ObjectProperty: http://dbpedia.org/ontology/associatedBandInverse 
   inverseOf http://dbpedia.org/ontology/associatedBand
(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Film )) AND (Thing THAT (http://dbpedia.org/ontology/musicComposer SOME ((Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Band )) AND (Thing THAT (http://dbpedia.org/ontology/associatedBandInverse SOME http://dbpedia.org/resource/The_Quarrymen)))))"
"SELECT ?r1 WHERE { ?r1 <http://dbpedia.org/property/assembly> ?r2 } ","(Thing THAT ( http://dbpedia.org/property/assembly SOME Thing ))"
"SELECT ?Anime ?Director WHERE { ?Anime <http://dbpedia.org/property/studio> <http://dbpedia.org/resource/Gainax> ; <http://dbpedia.org/property/director> ?Director } ","(Thing THAT ( http://dbpedia.org/property/studio SOME http://dbpedia.org/resource/Gainax )) AND (Thing THAT ( http://dbpedia.org/property/director SOME Thing ))"
"SELECT * WHERE { ?subject <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:The_Simpsons_episodes%2C_season_12> ; <http://dbpedia.org/property/blackboard> ?chalkboard_gag } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:The_Simpsons_episodes%2C_season_12 )) AND (Thing THAT ( http://dbpedia.org/property/blackboard SOME Thing_gag ))"
"SELECT * WHERE { ?episode <http://www.w3.org/2004/02/skos/core#subject> ?season ; <http://dbpedia.org/property/blackboard> ?chalkboard_gag } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME Thing )) AND (Thing THAT ( http://dbpedia.org/property/blackboard SOME Thing_gag ))"
"SELECT ?disease ?pred WHERE { ?disease <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:Diseases_and_disorders> ; <http://dbpedia.org/property/meshname> "Asthma"@en } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:Diseases_and_disorders )) AND (Thing THAT ( http://dbpedia.org/property/meshname SOME "Asthma"@en ))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Zarechny%2C_Penza_Oblast> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Zarechny%2C_Penza_Oblast))"
"SELECT ?ven ?esp WHERE { ?ven <http://dbpedia.org/property/birthplace> <http://dbpedia.org/resource/Venezuela> . ?esp <http://dbpedia.org/property/birthplace> <http://dbpedia.org/resource/Spain> } ","(Thing THAT ( http://dbpedia.org/property/birthplace SOME http://dbpedia.org/resource/Venezuela ))"
"SELECT * WHERE { ?film <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:French_films> } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:French_films ))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Uglegorsk%2C_Sakhalin_Oblast> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Uglegorsk%2C_Sakhalin_Oblast))"
"SELECT * WHERE { ?company a <http://dbpedia.org/ontology/Organisation> ; <http://dbpedia.org/ontology/foundationPlace> <http://dbpedia.org/resource/California> . ?product <http://dbpedia.org/ontology/developer> ?company ; a <http://dbpedia.org/ontology/Software> } ","ObjectProperty: http://dbpedia.org/ontology/developerInverse 
   inverseOf http://dbpedia.org/ontology/developer
(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Organisation )) AND (Thing THAT ( http://dbpedia.org/ontology/foundationPlace SOME http://dbpedia.org/resource/California )) AND (Thing THAT (http://dbpedia.org/ontology/developerInverse SOME ((Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Software )))))"
"SELECT ?x0 WHERE { <http://dbpedia.org/resource/Pierce_Brosnan> ?n ?x0 } ","ObjectProperty: topPropertyInverse 
   inverseOf topProperty
(Thing  THAT (topPropertyInverse SOME http://dbpedia.org/resource/Pierce_Brosnan))"
"SELECT ?movie WHERE { ?movie a <http://dbpedia.org/ontology/Film> } ","(Thing THAT ( http://www.w3.org/1999/02/22-rdf-syntax-ns#type SOME http://dbpedia.org/ontology/Film ))"
"SELECT ?inwoners WHERE { <http://dbpedia.org/resource/Amsterdam> <http://dbpedia.org/property/populationTotal> ?inwoners } ","ObjectProperty: http://dbpedia.org/property/populationTotalInverse 
   inverseOf http://dbpedia.org/property/populationTotal
(Thing THAT (http://dbpedia.org/property/populationTotalInverse SOME http://dbpedia.org/resource/Amsterdam))"
"SELECT ?s WHERE { <http://dbpedia.org/resource/Strunino> a ?s } ","ObjectProperty: http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse 
   inverseOf http://www.w3.org/1999/02/22-rdf-syntax-ns#type
(Thing THAT (http://www.w3.org/1999/02/22-rdf-syntax-ns#typeInverse SOME http://dbpedia.org/resource/Strunino))"
"SELECT * WHERE { ?Person <http://dbpedia.org/property/resides> <http://dbpedia.org/resource/New_York> ; <http://dbpedia.org/property/resides> ?Wohnort ; <http://dbpedia.org/property/weight> ?Weight } ","(Thing THAT ( http://dbpedia.org/property/resides SOME http://dbpedia.org/resource/New_York )) AND (Thing THAT ( http://dbpedia.org/property/resides SOME Thing )) AND (Thing THAT ( http://dbpedia.org/property/weight SOME Thing ))"
"SELECT ?film ?x ?y WHERE { ?film <http://www.w3.org/2004/02/skos/core#subject> <http://dbpedia.org/resource/Category:American_films> ; ?x ?y } ","(Thing THAT ( http://www.w3.org/2004/02/skos/core#subject SOME http://dbpedia.org/resource/Category:American_films )) AND (Thing THAT (topProperty SOME Thing))"
"SELECT ?s WHERE { ?s <http://www.w3.org/2000/01/rdf-schema#label> "Tourist"@en } ","(Thing THAT ( http://www.w3.org/2000/01/rdf-schema#label SOME "Tourist"@en ))"
"SELECT ?auteur ?age ?p ?o WHERE { <http://dbpedia.org/resource/The_Da_Vinci_Code> <http://dbpedia.org/ontology/author> ?auteur . ?auteur <http://dbpedia.org/property/dateOfBirth> ?age ; ?p ?o } ","ObjectProperty: http://dbpedia.org/ontology/authorInverse 
   inverseOf http://dbpedia.org/ontology/author
(Thing THAT (http://dbpedia.org/ontology/authorInverse SOME http://dbpedia.org/resource/The_Da_Vinci_Code)) AND (Thing THAT ( http://dbpedia.org/property/dateOfBirth SOME Thing )) AND (Thing THAT (topProperty SOME Thing))"
"SELECT ?book ?author WHERE { ?book <http://dbpedia.org/property/author> ?author } ","(Thing THAT ( http://dbpedia.org/property/author SOME Thing ))"
